label,volume_voxels,centroid-0,centroid-1,centroid-2,nearest_neighbor_dist
82,1665.0,21.204804804804805,568.8828828828829,252.9087087087087,32.37068709321124
83,5043.0,7.802895102121753,256.7277414237557,347.46202657148524,21.55482822307005
84,1827.0,22.103448275862068,175.04816639299398,305.2977558839628,12.904039502114102
85,3653.0,93.96058034492198,634.0799343005749,261.9904188338352,11.755621138208697
86,2916.0,102.21639231824417,631.3796296296297,254.0692729766804,11.755621138208697
87,7228.0,24.40038738240177,186.58287216380742,266.08992805755395,15.901314218524034
88,6890.0,7.651233671988389,259.87256894049347,199.65413642960812,13.08846011097308
89,4088.0,21.80308219178082,176.97407045009786,318.97945205479454,11.970212437206301
90,5476.0,104.22607742878013,616.8075237399562,254.88586559532504,14.732682301882145
91,5416.0,112.67355982274742,592.3286558345643,269.2767725258493,15.810463812333028
92,3516.0,19.352957906712174,188.69084186575654,318.9914675767918,11.970212437206301
93,3625.0,29.29406896551724,194.98372413793103,278.6728275862069,15.49470078384654
94,8484.0,10.517680339462517,232.9381188118812,340.7690947666195,13.672712022188978
95,4233.0,8.833923931018191,239.18804630285848,322.6765887077723,13.435253849579238
96,5192.0,11.274460708782742,278.35477657935286,239.14483821263482,11.86736461549597
97,6670.0,23.129985007496252,209.21379310344827,312.1896551724138,16.173512704146663
98,3733.0,106.53629788373962,625.3131529600857,241.2761853736941,14.802932604541615
99,3788.0,48.67397043294615,335.3062302006336,243.82893347412883,15.869487134245329
100,6343.0,25.81680592779442,217.49077723474696,283.84124231436226,15.145960715991597
101,1335.0,88.7565543071161,634.7812734082397,247.01722846441947,13.831882760879541
102,1351.0,2.4137675795706883,116.00148038490008,329.54848260547743,18.955312741850598
103,3511.0,22.00512674451723,230.46169182569068,290.66960979777843,14.969989003933906
104,899.0,59.35817575083426,615.3604004449388,269.3837597330367,21.932323925717675
105,2665.0,95.53058161350845,634.2116322701688,234.97110694183866,13.831882760879541
106,936.0,2.1121794871794872,248.24679487179486,201.99252136752136,13.08846011097308
107,2864.0,7.593575418994414,269.4793994413408,186.30761173184356,16.444580817223272
108,1526.0,2.8702490170380077,584.1847968545217,116.37155963302752,13.035022350883036
109,2501.0,80.73730507796881,411.23190723710513,279.1339464214314,19.16954471479764
110,1357.0,6.904937361827561,272.5195283714075,248.50921149594694,11.86736461549597
111,2493.0,103.89931809065384,603.7192137986361,262.70116325711996,15.24760657701947
112,1832.0,16.82751091703057,258.742903930131,292.96997816593887,10.881429129172764
113,1784.0,22.867152466367713,254.89798206278027,284.7757847533632,10.881429129172764
114,2582.0,19.678543764523624,225.80364058869094,308.2629744384198,10.32637009739465
115,1876.0,18.96321961620469,238.31929637526653,331.4600213219616,13.435253849579238
116,2441.0,22.935682097501026,303.07537894305614,284.03318312167147,15.485391695435796
117,894.0,2.937360178970917,185.8724832214765,304.4507829977629,19.202098120224132
118,748.0,17.524064171122994,222.3903743315508,319.7085561497326,12.13645374773246
119,1899.0,2.661400737230121,574.3744075829384,129.80937335439705,12.064515547496418
120,1459.0,19.29129540781357,235.86017820424948,305.949965729952,10.32637009739465
121,1655.0,17.509969788519637,271.7347432024169,296.63262839879155,13.515496458376976
122,938.0,5.577825159914712,138.01918976545844,318.6044776119403,9.715103240252503
123,1272.0,19.319182389937108,245.12814465408806,289.33490566037733,11.350039563821
124,1876.0,31.973880597014926,546.4051172707889,166.57942430703625,36.9623556238332
125,694.0,2.6671469740634004,184.5172910662824,398.7809798270893,34.72621681993551
126,1281.0,4.211553473848555,613.0366900858704,372.295862607338,11.33066813882308
127,990.0,33.80808080808081,235.76262626262627,244.24141414141414,18.218379539366836
128,1278.0,5.709702660406886,147.45774647887325,320.9021909233177,9.715103240252503
129,848.0,75.70165094339623,392.6391509433962,263.10495283018867,13.628525532586606
130,517.0,2.2785299806576402,594.9032882011605,105.80077369439071,10.093835197020592
131,1252.0,3.5359424920127798,602.8083067092651,367.46805111821084,11.33066813882308
132,1172.0,62.027303754266214,338.3080204778157,271.6612627986348,31.015493084686206
133,782.0,70.37979539641944,382.6061381074169,279.6547314578005,11.661251568443987
134,828.0,7.095410628019324,308.2971014492754,401.8961352657005,13.133889770003849
135,413.0,12.4455205811138,257.8329297820823,379.3268765133172,9.558512731846452
136,1004.0,77.65438247011951,392.3854581673307,280.800796812749,12.242066154244142
137,673.0,12.329866270430907,258.09509658246657,369.7726597325409,9.558512731846452
138,533.0,14.853658536585366,239.08255159474672,393.81801125703566,15.78319245455582
139,522.0,14.204980842911878,254.18007662835248,389.26245210727967,10.731015746838857
140,931.0,27.57357679914071,214.69495166487647,253.10096670247046,14.229145591859583
141,583.0,31.234991423670667,228.95368782161236,227.54030874785593,18.218379539366836
142,489.0,4.762781186094069,593.5705521472393,125.21676891615542,8.11880476948485
143,865.0,5.107514450867052,624.7121387283237,373.7236994219653,11.796506476245783
144,1177.0,5.264231096006797,598.7128292268479,114.65845369583687,9.895884635585096
145,1808.0,10.339048672566372,614.1161504424779,362.7157079646018,11.423256761998177
146,667.0,16.169415292353822,284.63568215892053,311.67616191904045,19.808326387086883
147,946.0,40.30126849894292,305.4492600422833,265.784355179704,14.250091854317162
148,670.0,69.53432835820895,386.0,290.77910447761195,9.72462656587657
149,391.0,27.644501278772378,245.9846547314578,220.87979539641944,16.661430452310938
150,565.0,4.830088495575221,605.2707964601769,122.05663716814159,9.895884635585096
151,493.0,19.795131845841784,285.15415821501017,387.6734279918864,24.34000665594724
152,589.0,22.69949066213922,208.80475382003397,333.490662139219,20.03248785229374
153,427.0,35.18969555035129,370.5433255269321,375.8384074941452,19.956684725747778
154,461.0,77.9240780911063,401.7744034707158,253.23861171366593,11.676688651002017
155,797.0,8.294855708908406,597.99121706399,131.03889585947303,8.11880476948485
156,366.0,17.879781420765028,308.4672131147541,394.4016393442623,10.948833629800472
157,375.0,20.877333333333333,311.224,382.92266666666666,12.179983790309143
158,997.0,22.639919759277834,318.19057171514544,392.76629889669005,10.948833629800472
159,379.0,21.010554089709764,331.5514511873351,389.3852242744063,13.878025737005856
160,653.0,24.641653905053598,209.86523736600307,225.45176110260337,18.88185517139408
164,479.0,2.7244258872651357,304.5741127348643,416.9707724425887,16.131051998749477
165,585.0,5.541880341880342,582.9675213675214,137.77264957264958,12.064515547496418
166,865.0,6.139884393063584,336.0115606936416,412.16531791907516,27.567409390344956
167,346.0,9.15028901734104,475.5982658959538,372.5,64.50135346920287
168,497.0,18.59758551307847,241.1307847082495,357.7002012072435,20.471126188069892
169,429.0,25.871794871794872,210.6107226107226,266.6247086247086,14.229145591859583
170,425.0,30.80235294117647,286.4470588235294,271.4258823529412,9.830324648975028
171,576.0,37.213541666666664,315.1979166666667,279.4166666666667,8.680478165853271
173,337.0,65.82492581602374,384.6379821958457,299.6646884272997,9.72462656587657
174,460.0,81.70434782608696,405.85434782608695,242.97173913043477,11.676688651002017
180,328.0,20.11280487804878,301.3231707317073,301.7591463414634,18.034651132789822
181,453.0,18.06401766004415,301.2384105960265,368.3951434878587,17.851489308545784
183,452.0,25.061946902654867,294.42699115044246,271.36504424778764,9.830324648975028
186,355.0,34.138028169014085,358.19718309859155,360.1943661971831,19.956684725747778
188,366.0,44.40710382513661,310.42896174863387,278.4890710382514,8.680478165853271
193,405.0,96.0246913580247,412.6222222222222,256.8543209876543,21.06187175293249
202,320.0,54.059375,595.875,167.73125,22.544357448193107
206,319.0,69.141065830721,395.2068965517241,307.435736677116,13.530998712583688
211,333.0,10.687687687687689,243.93093093093094,189.6156156156156,15.66377408048873
216,376.0,30.5718085106383,234.69414893617022,207.87765957446808,17.46711723999205
